,aid,view,danmaku,reply,favorite,coin,share
1534,2564,4389,85,23,46,11,0
1535,2569,2391,65,8,6,5,0
1536,2572,9768,60,6,80,634,2
1537,2574,7606,97,125,6,1,2
1538,2568,2386,105,11,17,0,0
1539,2579,641,5,4,4,3,0
1540,2577,3310,110,16,4,1,1
1541,2581,7625,142,41,26,80,0
1542,2593,4026,0,24,12,8,1
1543,2595,10340,639,23,11,156,2
1544,2594,1227,43,11,5,2,0
1545,2588,-1,19,7,12,77,0
1546,2599,509,4,5,1,1,0
1547,2601,39104,919,63,174,382,19
1548,2600,4465,83,2,7,90,1
1549,2604,3353,121,10,4,0,0
1550,2602,3357,327,16,49,11,0
1551,2605,9557,407,40,135,25,2
1552,2610,2173,69,10,1,21,1
1553,2606,3228,354,23,55,1,1
1554,2607,725,25,3,10,1,0
1555,2608,1389,137,7,13,2,0
1556,2612,28379,1153,70,381,12,6
1557,2611,1777,242,16,2,1,0
1558,2621,559,7,6,1,4,0
1559,2616,158020,10073,207,1026,47,10
1560,2613,3450,310,10,12,2,0
1561,2629,5169,0,35,18,2,0
1562,2624,102592,1831,221,1814,203,23
1563,2623,-1,684,22,11,4,1
1564,2630,7119,293,13,91,9,6
1565,2617,111993,2455,39,87,85,12
1566,2625,6572,26,15,52,186,0
1567,2627,16583,724,20,362,104,2
1568,2634,4503,119,18,60,10,6
1569,2632,45428,1096,176,567,126,1
1570,2626,891,35,2,3,0,0
1571,2636,1095,33,7,8,0,1
1572,2637,4052,33,12,37,1,2
1573,2641,-1,252,20,116,3,0
1574,2642,4790,21,6,448,8,2
1575,2644,53261,561,94,1243,95,20
1576,2645,6224,786,17,17,10,0
1577,2649,1991,113,12,33,5,0
1578,2654,3009,14,5,7,17,0
1579,2651,1150,140,9,14,0,0
1580,2653,20165,970,42,282,7,0
1581,2655,1178,39,5,4,3,0
1582,2658,92195,4066,84,1514,50,7
1583,2640,2627,102,13,3,0,0
1584,2656,1354,6,6,3,1,0
1585,2648,126129,29284,274,1713,101,16
1586,2659,2027,16,4,2,0,0
1587,2660,17661,3,1,13,96,0
1588,2661,14491,549,99,94,126,1
1589,2664,87596,1475,301,1149,32,25
1590,2666,7384,106,20,39,1,2
1591,2670,2660,278,20,14,0,0
1592,2669,34590,3190,204,944,30,3
1593,2674,2253,36,8,3,4,0
1594,2676,4978,23,19,67,23,0
1595,2684,3908,43,9,13,5,0
1596,2689,1525,9,5,1,1,1
1597,2685,12201,617,77,222,9,1
1598,2680,8944,274,15,39,67,0
1599,2686,983,27,4,9,0,1
1600,2687,5293,31,7,43,36,0
1601,2688,8276,51,13,37,122,1
1602,2683,3987,213,27,73,8,2
1603,2695,1333,16,6,3,5,0
1604,2690,1042,35,7,16,5,2
1605,2693,935,58,9,0,0,1
1606,2691,4614,269,8,5,1,1
1607,2699,1816,20,8,18,1,0
1608,2696,2816,54,16,14,4,0
1609,2694,4349,283,10,20,1,1
1610,2700,4556,226,28,20,1,0
